Country Name|Country Code|Indicator Name|Indicator Code|1960|1961|1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|
Cambodia|KHM|Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)|TM.VAL.MRCH.R3.ZS|0.320170758|0.102880658|0.097751711|0.094517958|||||||1.199458309|||||||||||||||||0.26461634|0.516249687|0.558105288|0.520392072||0.015522796||0.008788268|0.003915706|0.001101662|0.131668518|0.054036816|0.024135739|0.053806269|0.030233114|||0.01721747|0.172164413|0.072008299|0.146008714|0.095466172|0.161160018|0.170685266|0.166939011|0.204683058|0.153443734|0.274435997|0.171950573|0.217285861|0.229111649|0.394294705|0.493243623|0.387922785||
Cambodia|KHM|Merchandise imports from high-income economies (% of total merchandise imports)|TM.VAL.MRCH.HI.ZS|81.96371398|81.99588477|81.42717498|70.41587902|62.46851385|62.61585994|66.32366698||82.87731686||85.85799961|||||||||||80.11565399|93.159718|97.64897906|89.72363456|81.7480028|62.03869536|42.36342213|34.50684342|25.22745134|43.91340418|43.71686302|82.46968537|59.68026806|55.2836709|54.97149422|56.32983958|64.71552435|60.51060362|60.14787163|59.00129786|48.99001142|58.20157753|56.63513242|55.47837246|55.95551115|51.26843802|50.36388643|44.40738725|42.64576249|42.43628457|36.77780123|34.38810305|38.2790544|31.41662344|29.95742854|26.33879697|24.70759942|24.21299142|23.26521433|20.99171895||
Cambodia|KHM|Manufactures imports (% of merchandise imports)|TM.VAL.MANF.ZS.UN|||76.51935369|77.3628043|78.23798864|84.25981659|82.73419681|79.19686104|80.58623334|82.06882024|79.35157856|72.44052869|63.83046142||||||||||||||||||||||||||||70.99015449|72.35021155|76.23361725|77.31346593|78.72646217|82.39284908|81.51949676|83.05586803|81.00417966|77.62213996|79.40868015|75.65611048|73.43263322|77.81774846|84.56473072|82.3635911|78.60724244|76.45439346|74.34575886|77.31823244|73.54642524|61.03506943|
Cambodia|KHM|Food imports (% of merchandise imports)|TM.VAL.FOOD.ZS.UN|||13.49794669|11.07049694|10.81343071|6.255810212|6.291894587|7.98138072|7.299966428|10.06058364|10.07444344|20.79927002|31.19950027||||||||||||||||||||||||||||9.506217703|9.711586916|8.954668975|7.596802222|7.835165378|7.454209501|6.944163069|6.190396055|6.955189936|8.017614114|7.062678289|6.564590348|6.905846852|6.919001629|8.016778423|7.977432233|7.134839342|7.770112598|7.411863932|7.01752754|8.283939565|5.575739721|
Cambodia|KHM|Tariff rate, applied, weighted mean, primary products (%)|TM.TAX.TCOM.WM.AR.ZS||||||||||||||||||||||||||||||||||||||||||16.1|15.03|15.57||11.68|11.41|13.98|11.83||10.47|9.65|9.16||8.33||10.98||||3.12||
Cambodia|KHM|Share of tariff lines with international peaks, primary products (%)|TM.TAX.TCOM.IP.ZS||||||||||||||||||||||||||||||||||||||||||41.125|41.5873|38.50425||23.07544|22.23169|36.87848|19.34487||15.08053|14.80228|16.98925||24.44303||17.67459||||11.53811||
Cambodia|KHM|Tariff rate, applied, weighted mean, all products (%)|TM.TAX.MRCH.WM.AR.ZS||||||||||||||||||||||||||||||||||||||||||16.43|16.18|16.29||10.81|10.46|10.53|9.91||9.5|8.94|9.08||4.85||9.77||||6.21||
Cambodia|KHM|Share of tariff lines with international peaks, all products (%)|TM.TAX.MRCH.IP.ZS||||||||||||||||||||||||||||||||||||||||||29.62963|28.43684|26.90265||22.12097|21.34772|48.81963|19.68489||12.32474|9.776839|10.55274||30.58793||10.38446||||7.422699||
Cambodia|KHM|Tariff rate, applied, weighted mean, manufactured products (%)|TM.TAX.MANF.WM.AR.ZS||||||||||||||||||||||||||||||||||||||||||16.73|16.63|16.67||10.65|10.27|9.83|9.58||9.72|8.95|9.26||4.09||9.71||||6.8||
Cambodia|KHM|Share of tariff lines with international peaks, manufactured products (%)|TM.TAX.MANF.IP.ZS||||||||||||||||||||||||||||||||||||||||||27.6891|26.10223|24.9684||21.9967|21.24518|50.28187|19.71901||11.83077|8.945056|9.448741||31.553||9.170036||||6.740756||
Cambodia|KHM|Merchandise trade (% of GDP)|TG.VAL.TOTL.GD.ZS|25.89686064|24.88888922|23.63636333|26.90196047|21.71532886|23.94736842|19.46875|18.59050462|19.2359256|16.9582735|12.94541344|7.010949505|17.20899933|23.47420659|33.81800748|||||||||||||||||||29.79799416|44.20664926|59.33966703|48.93495579|52.27371206|63.00422806|77.33330919|91.07747985|90.21083167|98.99560699|100.4240454|112.2365522|111.5358098|116.3363621|110.275957|108.3471124|96.38668329|106.1528898|124.7433546|136.5262196|106.5209428|105.0015484|120.7925497|112.1061237|115.2580101|122.8605842|129.5857909|142.3502784|169.6186949|
Cambodia|KHM|International tourism, receipts for travel items (current US$)|ST.INT.TVLR.CD||||||||||||||||||||||||||||||||||||53000000|82000000|68000000|107000000|212000000|304000000|380000000|454000000|389000000|603000000|840000000|992000000|1020000000|1101000000|1336000000|1519000000|2084000000|2463000000|2660000000|2953000000|3137000000|3212000000|3639000000|4362000000|4773000000|1023000000||
Cambodia|KHM|International tourism, receipts (current US$)|ST.INT.RCPT.CD||||||||||||||||||||||||||||||||||||71000000|117000000|99000000|129000000|240000000|345000000|429000000|509000000|441000000|673000000|929000000|1109000000|1169000000|1280000000|1463000000|1671000000|2258000000|2663000000|2895000000|3220000000|3419000000|3523000000|4024000000|4832000000|5312000000|1119000000||
Cambodia|KHM|Urban population (% of total population)|SP.URB.TOTL.IN.ZS|10.285|10.293|10.333|10.497|10.662|10.83|11|12.098|13.291|14.579|15.97|18.717|21.818|25.263|29.055|4.477|4.82|5.186|5.578|5.999|9.898|12.742|13.031|13.325|13.626|13.931|14.242|14.559|14.883|15.211|15.546|15.887|16.234|16.587|16.946|17.311|17.683|18.06|18.355|18.47|18.586|18.703|18.82|18.937|19.055|19.174|19.293|19.413|19.571|19.93|20.294|20.663|21.037|21.415|21.799|22.188|22.582|22.98|23.388|23.805|24.232|24.668|
Cambodia|KHM|Rural population growth (annual %)|SP.RUR.TOTL.ZG||2.185955053|2.124262009|1.950324577|1.943072966|1.939008796|1.870255595|0.758029479|0.585310664|0.416895288|-1.211311916|-3.505745717|-2.850339236|-3.242386723|-4.320076422|27.02658149|-6.818404254|-4.709571547|-1.730885095|1.061769712|-1.833875437|-0.572320347|3.600110356|3.546772055|3.247529604|2.984835699|3.432023832|3.649936681|3.242212928|3.190707144|3.493014823|3.432430273|4.423289942|4.842320972|3.331633417|2.187067914|1.929836731|1.742829938|1.695689136|1.810301918|1.688261597|1.650003687|1.651907089|1.63834654|1.626668238|1.606048045|1.582932094|1.59446329|1.460384654|1.060533374|1.001592969|0.989844283|0.976767928|0.950642095|0.907933572|0.85111264|0.82644656|0.795070703|0.690299599|0.58665651|0.598078767|0.588033612|
Cambodia|KHM|Completeness of birth registration, urban (%)|SP.REG.BRTH.UR.ZS||||||||||||||||||||||||||||||||||||||||||||||71|||||74.4||||84.4||||||||
Cambodia|KHM|Population, male (% of total population)|SP.POP.TOTL.MA.ZS|49.90842121|49.89635731|49.88135821|49.86629307|49.85001275|49.83463051|49.82070825|49.80389624|49.78441531|49.76467534|49.61795626|49.35643795|49.12208154|48.90522389|48.69382799|47.91075164|46.91321969|46.54902812|46.34691412|46.20511755|46.21392076|46.30344827|46.43478503|46.56147477|46.675808|46.77882184|46.9385094|47.15789928|47.31809069|47.47678431|47.69412605|47.90509325|48.29611199|48.75684699|48.97239684|49.0267528|49.0709058|49.11420296|49.11056804|49.11020299|49.15082226|49.18950037|49.2252013|49.25863192|49.29374708|49.33088782|49.36726593|49.40232775|49.43870748|49.45956905|49.46472079|49.46936249|49.47411988|49.47778563|49.48022187|49.48351301|49.4854583|49.48835139|49.49067839|49.49031161|49.4943971|49.50302378|
Cambodia|KHM|Population, total|SP.POP.TOTL|5541676|5664654|5788854|5913680|6040847|6170727|6299230|6426445|6553109|6679708|6708525|6696324|6766289|6852360|6913408|6727922|6307122|6040197|5961193|6051808|6198959|6364472|6619699|6881962|7133899|7376090|7661317|7975597|8269780|8570928|8910808|9259362|9718215|10243550|10636353|10919528|11182612|11431569|11669077|11899006|12118841|12338192|12561779|12787710|13016371|13246583|13477779|13714791|13943888|14155740|14363532|14573885|14786640|14999683|15210817|15417523|15624584|15830689|16025238|16207746|16396860|16589023|
Cambodia|KHM|Age dependency ratio, young (% of working-age population)|SP.POP.DPND.YG|83.55798626|83.79785537|83.91646466|83.81024886|83.36269024|82.75594565|82.20719936|81.6792338|81.11445168|80.47289861|81.66561932|83.70692244|84.2386938|84.17561593|83.55475556|82.96904217|82.31082294|80.14192453|77.86905656|75.4408702|74.86106527|75.47398815|75.18374152|75.44901555|76.41053659|77.69626186|78.35750235|78.72850108|79.83500323|81.58808995|83.52171342|85.87295062|87.15030257|87.39828317|88.05820801|88.00456514|86.62054514|84.59875721|79.12882828|73.63433695|70.80306913|68.01339628|65.32994781|62.76268805|60.39816012|58.2237331|56.15668584|54.26261638|52.5452002|51.07832605|49.94621632|49.15745012|48.79013822|48.45946856|47.98923482|47.60316395|47.23293317|46.82950131|46.41590984|45.99235785|45.50643383|44.95936199|
Cambodia|KHM|Population ages 80 and above, male (% of male population)|SP.POP.80UP.MA.5Y|0.16275798|0.160837459|0.15913092|0.158667559|0.160060438|0.162983442|0.167239107|0.17259156|0.178210911|0.183611649|0.18994281|0.195623871|0.198721832|0.201168997|0.203793188|0.184510288|0.158793487|0.15720287|0.160017142|0.160250593|0.162315987|0.165610752|0.167526475|0.17050297|0.1748|0.179686786|0.183448303|0.186965361|0.191791576|0.196561929|0.200344382|0.204127595|0.204793013|0.203756883|0.206685605|0.212459516|0.21830884|0.224578275|0.231592723|0.238901326|0.246495011|0.254856778|0.263852819|0.273152236|0.282999886|0.293366606|0.304000316|0.315618531|0.328902777|0.343518605|0.358120002|0.372149247|0.386033358|0.399851216|0.41368013|0.427099674|0.439678645|0.452060622|0.464462295|0.477530723|0.4885265|0.491995439|
Cambodia|KHM|Population ages 70-74, male (% of male population)|SP.POP.7074.MA.5Y|0.715390292|0.721079684|0.724521867|0.727669974|0.731961031|0.737604137|0.744840952|0.753416526|0.762438633|0.771403572|0.786974595|0.8028279|0.809178451|0.813449064|0.819613694|0.76496926|0.701516742|0.713316915|0.731822346|0.733626572|0.737926876|0.743390543|0.737480857|0.730555374|0.72649889|0.72419571|0.716927757|0.708923621|0.706638876|0.704192297|0.698422939|0.694308865|0.68101347|0.663278561|0.658260825|0.662988008|0.668821964|0.677190148|0.69039829|0.704853459|0.718365284|0.731517632|0.74268694|0.751906855|0.761082357|0.770078733|0.778592198|0.786703301|0.794670073|0.805628329|0.818993309|0.831966234|0.845683779|0.861078078|0.877457608|0.895200077|0.915460979|0.938935885|0.969871513|1.016784886|1.076036097|1.138257745|
Cambodia|KHM|Population ages 65 and above, male (% of male population)|SP.POP.65UP.MA.ZS|2.387406296|2.402354751|2.419136298|2.439407745|2.461526967|2.484391864|2.510275399|2.538492542|2.566724492|2.594960404|2.643412079|2.689173926|2.70213553|2.708791352|2.722549855|2.549142636|2.352651321|2.393680445|2.454422623|2.460066543|2.470414421|2.481361792|2.457786956|2.437223481|2.42634292|2.42333714|2.408256036|2.389165793|2.384974887|2.379877524|2.363496639|2.348836916|2.304912124|2.252398045|2.245071035|2.268286457|2.29471666|2.322966499|2.356148846|2.390647519|2.424867918|2.460053764|2.495358257|2.531023917|2.570517359|2.612547423|2.653851972|2.694915419|2.739640382|2.792633011|2.85006181|2.90929846|2.973169721|3.046583307|3.141577391|3.257932668|3.38751926|3.535910298|3.709854206|3.91332962|4.138899421|4.36975802|
Cambodia|KHM|Population ages 65-69, male (% of male population)|SP.POP.6569.MA.5Y|1.181138803|1.186043582|1.19240833|1.200298549|1.208306871|1.215969646|1.224587925|1.233870313|1.242970531|1.251919484|1.270145842|1.286206906|1.285779896|1.282286371|1.282912355|1.220963285|1.161252361|1.189638055|1.216796262|1.214145897|1.210650372|1.20617088|1.18599115|1.168866754|1.155983435|1.147126236|1.134031412|1.119053623|1.11038506|1.10111297|1.087205631|1.073774953|1.048232568|1.021897883|1.017013742|1.024854719|1.033447568|1.040177319|1.045718274|1.051034067|1.056247702|1.061583317|1.066933762|1.071740722|1.078837709|1.088748888|1.098794241|1.109487433|1.123297235|1.140305805|1.159428286|1.1820269|1.208725047|1.243890984|1.298558338|1.372167805|1.457805245|1.558808822|1.676289456|1.805781483|1.947667724|2.101997938|
Cambodia|KHM|Population ages 55-59, male (% of male population)|SP.POP.5559.MA.5Y|2.332647447|2.33516814|2.337925851|2.342101363|2.34750881|2.353699435|2.361597173|2.371040611|2.380973181|2.390681728|2.399227791|2.40063212|2.392078325|2.382531435|2.380077489|2.320563939|2.262532595|2.289275688|2.309408219|2.296686754|2.267990676|2.229119701|2.180300389|2.129297644|2.078364637|2.028402974|1.979918014|1.935405223|1.894609443|1.855917169|1.818358506|1.781520236|1.749880873|1.724450175|1.700183965|1.67803604|1.661248354|1.650451726|1.673664006|1.702333448|1.709465778|1.721747641|1.738545152|1.767107318|1.82302548|1.905249342|2.005136609|2.125334997|2.269412477|2.434524398|2.623309243|2.84168729|3.084664953|3.334907362|3.575420026|3.796578445|3.988548994|4.148545874|4.28396221|4.408806393|4.519336822|4.604765815|
Cambodia|KHM|Population ages 45-49, male (% of male population)|SP.POP.4549.MA.5Y|3.71378531|3.714987957|3.716668003|3.719514821|3.722501027|3.724636677|3.726403386|3.727340328|3.727164428|3.726141729|3.703817197|3.659502213|3.612450006|3.56595659|3.527964418|3.450830994|3.35887852|3.328041667|3.299715618|3.250751767|3.170153406|3.069643894|2.97850329|2.88296228|2.781033307|2.67705778|2.590091484|2.520177144|2.452798317|2.398603559|2.365355493|2.3402588|2.355673605|2.408231566|2.468372504|2.544078485|2.646048195|2.780048921|2.991545609|3.22276785|3.435803852|3.688128131|3.970285083|4.260562086|4.536009078|4.784015809|4.995993529|5.165180758|5.304693278|5.4351025|5.555110635|5.657970978|5.743600336|5.815480555|5.863229922|5.899609163|5.923746786|5.924890363|5.867898861|5.689408801|5.374684848|4.972809529|
Cambodia|KHM|Population ages 35-39, male (% of male population)|SP.POP.3539.MA.5Y|5.379546259|5.368383587|5.359127665|5.351579707|5.343046545|5.331773089|5.317891318|5.302363292|5.286249361|5.269715991|5.166068899|5.003771482|4.882013237|4.772448367|4.66919736|4.504191618|4.266740614|4.094974719|3.962080172|3.889125615|3.776883585|3.634274588|3.569262251|3.516649123|3.500369616|3.520774183|3.614587825|3.774296756|3.938857203|4.124102004|4.369622855|4.659945903|5.060935616|5.495449183|5.823817128|6.070562748|6.280340478|6.451847606|6.698678183|6.925220745|7.030954368|7.118829084|7.184630345|7.232096769|7.246491218|7.242086864|7.221266225|7.168073269|7.039884439|6.781546605|6.382084373|5.889675686|5.308548171|4.798308916|4.649932075|4.946204565|5.507542328|6.220601014|7.000751103|7.636757748|8.000108927|8.164794787|
Cambodia|KHM|Population ages 25-29, male (% of male population)|SP.POP.2529.MA.5Y|7.395626451|7.383875779|7.381752653|7.384094518|7.379898634|7.363082689|7.329508358|7.280511276|7.225955895|7.176452344|6.926070413|6.563376779|6.339798086|6.190433917|6.146872493|6.026622531|5.892003868|6.016335228|6.177472439|6.47380568|6.733984168|7.005329711|7.457929286|7.864357842|8.160116259|8.344871688|8.512980073|8.645592561|8.666819827|8.674983123|8.733327969|8.771703986|8.951427601|9.195529222|9.227083954|9.128334121|9.025050891|8.903480411|8.806892641|8.530439833|7.958653641|7.283351142|6.508927461|5.833021051|5.609851663|5.933586563|6.586310307|7.427444415|8.346436522|9.073056085|9.471150889|9.656864122|9.762964815|9.774789108|9.680593366|9.516717661|9.344880047|9.15744419|8.95458441|8.751893717|8.516957679|8.201752591|
Cambodia|KHM|Population ages 15-64 (% of total population)|SP.POP.1564.TO.ZS|53.01268064|52.93467589|52.89037347|52.90877701|53.02414934|53.18558468|53.32913705|53.46576891|53.61377679|53.78518792|53.39592533|52.76400156|52.59310143|52.59669277|52.75624896|53.01948707|53.31753162|53.92812966|54.57024748|55.30887629|55.47455182|55.26432081|55.36195412|55.28366364|54.98266095|54.58088598|54.38260158|54.27728769|53.94408037|53.42388245|52.86687807|52.20367517|51.86836266|51.82633209|51.64870891|51.65177011|52.02040221|52.57372807|54.15998626|55.85219657|56.75378528|57.66979473|58.577621|59.47138074|60.31413288|61.10626793|61.87792885|62.59988213|63.26291622|63.82815155|64.25693555|64.54071665|64.63965902|64.71410429|64.83162492|64.89681579|64.94547519|64.99638029|65.0357185|65.06111646|65.10186813|65.16847722|
Cambodia|KHM|Population ages 15-64, female (% of female population)|SP.POP.1564.FE.ZS|53.06612635|52.99646942|52.96609841|53.00576289|53.14322401|53.32332332|53.48499435|53.64203674|53.81270393|54.00606007|53.7467401|53.34349476|53.37347511|53.55748232|53.88094267|54.79117712|55.72057557|56.36570428|57.09052458|57.91278773|58.10607835|57.89121704|57.92591185|57.79666711|57.46332208|57.03742395|56.7557482|56.51381561|56.10268375|55.51096279|54.82713979|54.03330524|53.38485685|52.94666647|52.58487118|52.53948612|52.85665849|53.35296071|54.92723792|56.59352868|57.41941645|58.26097443|59.0959308|59.92126416|60.70113794|61.43734589|62.16041004|62.83907822|63.47043563|64.01693761|64.43146943|64.70393496|64.79740348|64.86121819|64.95660729|64.9969721|65.01733599|65.03675243|65.04611706|65.04393462|65.05141956|65.07386246|
Cambodia|KHM|Population ages 10-14, male (% of male population)|SP.POP.1014.MA.5Y|11.72027394|11.92852463|12.15725598|12.38441158|12.53882586|12.64690704|12.77766041|12.92165268|13.02988742|13.0651413|13.21638444|13.40476608|13.40001923|13.33750601|13.35423893|13.94973782|14.68406315|14.95102437|15.29951727|15.35941676|15.24178537|15.06869512|14.70316062|14.20742099|13.44625084|12.4158642|11.1912224|9.813727251|8.690662804|8.357869272|8.878812649|9.867189124|10.95033269|11.97100972|12.83313919|13.38882548|13.69471333|13.93868064|14.10523055|14.1104085|13.98929071|13.85336694|13.68051516|13.47079794|13.24353903|12.93786445|12.48019966|11.86315812|11.28043613|10.8480379|10.50831112|10.3041185|10.27781949|10.24841237|10.13881038|10.06837278|10.03006765|10.01297172|10.01061153|10.00675205|9.994588152|9.978826283|
Cambodia|KHM|Population ages 0-14 (% of total population)|SP.POP.0014.TO.ZS|44.2963284|44.35811575|44.38372431|44.34298477|44.20235737|44.01423495|43.84039002|43.67042403|43.48851488|43.28250576|43.60611312|44.16712811|44.30373545|44.2735901|44.0803621|43.98976802|43.88610557|43.21904097|42.49333502|41.72550583|41.52884851|41.71018886|41.62318848|41.71098724|42.01254461|42.40730132|42.6128432|42.73169502|43.06625709|43.58752051|44.15531678|44.8288362|45.20343499|45.29532509|45.48092283|45.45591623|45.06036045|44.47671619|42.85616592|41.12639572|40.18342183|39.22318602|38.26872524|37.32584109|36.42862655|35.57835255|34.74859619|33.96833025|33.2416241|32.60235309|32.09390977|31.72656885|31.53778237|31.36010941|31.11219901|30.89293916|30.67564969|30.43747908|30.18692046|29.92314292|29.62554021|29.29933157|
Cambodia|KHM|Population ages 0-14, female (% of female population)|SP.POP.0014.FE.ZS|43.94040807|43.9927299|44.0026857|43.93881568|43.77318257|43.56278984|43.36662334|43.17138357|42.961446|42.72744815|42.90612583|43.21758864|43.13617414|42.90991255|42.53727546|41.81190033|41.09094998|40.38160557|39.55669829|38.68736969|38.44521452|38.61408128|38.57631597|38.70297077|39.02555234|39.43352181|39.71220664|39.95805644|40.36453238|40.95020644|41.6349094|42.43031037|43.10473142|43.57941658|43.94464793|43.96800237|43.62236956|43.09270918|41.48315679|39.77636087|38.9011723|38.00568088|37.11221043|36.223833|35.37402804|34.56300512|33.7644775|33.00967019|32.29506639|31.65331889|31.13721131|30.75722844|30.54833029|30.3519681|30.09143767|29.85994346|29.63262889|29.38774747|29.13054401|28.8601624|28.564995|28.25439385|
Cambodia|KHM|Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)|SP.MTR.1519.ZS|||||||||||||||||||||||||||||||||||||||||8.2|||||7.8|||||8.2||||12||||||||
Cambodia|KHM|Wanted fertility rate (births per woman)|SP.DYN.WFRT|||||||||||||||||||||||||||||||||||||||||3|||||2.8|||||2.6||||2.4||||||||
Cambodia|KHM|Life expectancy at birth, male (years)|SP.DYN.LE00.MA.IN|40.546|40.786|41.278|41.8|42.187|42.625|43.131|43.102|43.344|43.741|32.64|32.98|33.557|33.461|33.292|10.054|10.493|25.663|29.851|34.827|43.174|43.587|44.145|44.946|45.724|46.569|47.312|50.597|51.679|51.808|52.578|53.234|53.568|53.711|53.853|54.233|54.132|54.708|54.991|55.643|56.559|57.863|58.973|60.238|61.48|62.213|62.945|63.603|64.299|65.155|65.436|65.957|66.652|66.802|67.446|67.586|67.658|68.213|68.226|68.4|67.999||
Cambodia|KHM|Mortality rate, infant (per 1,000 live births)|SP.DYN.IMRT.IN||||||||||||||||178.9|166.7|155.2|142.5|129.3|116.9|105.9|97.5|92|88.6|86.7|85.6|85.1|84.9|84.9|84.9|84.8|85|85.4|86|86.6|86.9|86.6|85.6|83.2|79.2|73.6|67.4|61.9|57|52.9|49.4|46.2|43.2|40.2|37.4|34.7|32.3|30.3|28.7|27.3|26|24.9|23.9|23|22.1|21.3|
