Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.38999673,21.38999673,23.36006067,25.33012461,27.30018855,29.27025249,31.24031642,33.51311431,35.82182899,38.16646046,40.54700873,42.9634738,45.41585566,47.90415432,50.42836977,52.98850202,55.58455107,58.21651691,60.88439955,63.58819898,66.32791521,..
Afghanistan,AFG,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.10572465,52.10572465,54.24961588,56.39350711,58.53739835,60.68128958,62.82518082,65.36805041,67.93725149,70.53278405,73.15464811,75.80284365,78.47737069,81.17822921,83.90541922,86.65894072,89.43879371,92.24497819,95.07749415,97.93634161,100,..
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.92753113,10.93879204,11.72537263,12.5121213,13.3059954,14.10727456,14.90905233,16.09387809,17.32239903,18.26376481,19.11514598,19.96687464,20.81883173,21.67101839,22.52343729,23.37620582,24.22920784,25.08389212,25.94051208,26.79895584,27.58895624,..
Afghanistan,AFG,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.195442146,8.195442146,8.950259702,9.705077257,10.45989481,11.21471237,11.96952992,13.22171963,14.53291829,15.47097889,16.29139344,17.111808,17.93222255,18.7526371,19.57305166,20.39346621,21.21388076,22.03429532,22.85470987,23.67512442,24.49553898,..
Afghanistan,AFG,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.5701547,20.5701547,21.41651418,22.26287367,23.10923315,23.95559264,24.80195213,25.64831161,26.4946711,27.34103059,28.18739007,29.03374956,29.88010904,30.72646853,31.57282802,32.4191875,33.26554699,34.11190648,34.95826596,35.80462545,36.38141,..
Afghanistan,AFG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.96776794,37.03819822,37.10932268,37.18078982,37.25260335,37.32476096,37.3976102,37.4708038,37.5443422,37.61822887,37.69280282,37.76772379,37.84713186,37.93172009,38.02113959,38.11505004,..
Afghanistan,AFG,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,..
Afghanistan,AFG,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,..
Afghanistan,AFG,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,..,..,5256.96877271353,5148.80482753688,5039.80860912613,4929.35445738576,4819.51257606576,4710.27559357964,4600.99650851209,4492.83428664321,4384.83466569379,4280.19354281741,4177.46361597529,4073.32679354885,3972.23931263326,3878.30081236213,3794.68706789158,3716.31444702069,3644.06081462187,3630.73003701034,3776.03854874866,4226.73023645037,4673.73605177251,4738.00348069914,4602.83534657349,4485.25577991559,4512.63451527032,4567.57777330438,4540.87558482433,4417.61996063399,4408.68624329066,4388.01928346018,3910.45092267981,3366.95287551343,3050.68307155583,2871.6884529255,2756.24693283497,2650.54133160835,2549.59516862801,2447.71710017735,2412.6307848004,2394.7829387029,2245.21072505021,2082.12538413337,2001.82129650005,1931.49117550225,1853.16604870883,1820.2313288179,1784.14670431021,1721.72617966269,1672.59838993515,1612.01227098613,1547.60253063703,1494.86977496646,1441.18160385937,1396.89221553001,1361.29224542399,1322.82487611037,1285.20395791574,1248.36180644069,..,..
Afghanistan,AFG,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,..,..,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,..,..
Afghanistan,AFG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.372506917277482,0.405407763082714,0.411140707155174,0.457310636092608,0.481810610979007,0.548427285669022,0.569952967904858,0.6918689193319,0.791238187915002,0.7946116697862,0.895942831157785,0.946122301413319,0.971899813791313,0.986005138270327,1.00829195243624,1.03498147270231,1.04728976349922,1.08825558569952,..,..
Afghanistan,AFG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.87080211,21.88130402,23.27419282,24.66743482,26.06769471,27.47541582,28.8840397,30.37464076,31.87385375,33.38186228,34.89884717,36.4251488,37.96080939,39.50601764,41.06096635,42.62602284,44.20121748,45.78912703,47.39066209,49.00616952,50.49964687,..
Afghanistan,AFG,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.32279761,19.32279761,20.66226531,22.00173302,23.34120073,24.68066843,26.02013614,27.36073275,28.70143991,30.0422576,31.38318584,32.72422461,34.06537391,35.40663376,36.74800414,38.08948507,39.43107653,40.77277853,42.11459106,43.45651414,44.79670034,..
Afghanistan,AFG,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.86371867,30.86371867,32.39546458,33.92721049,35.4589564,36.99070231,38.52244822,40.40061289,42.30527293,44.23642836,46.19407916,48.17822534,50.1888669,52.22600383,54.28963615,56.37976384,58.49638691,60.63950536,62.80911918,65.00522839,66.70919426,..
Afghanistan,AFG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0515118681579214,0.0870233499888856,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00434596459082091,0.00742877685523963,0.0164647470509244,0.0109048985337024,0.0111500979096212,0.0764304436793042,0.224256029094819,0.126254875325353,0.212764254869903,0.492732777374243,0.271250833599429,0.242597637217459,0.226654361917562,0.168633703099671,0.245751221481888,0.400798952339048,0.545866583766561,0.332140150952389,0.26246452716074,..
Afghanistan,AFG,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,..,..,..,..,..,..,..,..,..,..,0.285092592931616,0.344531632438489,0.397964352400362,0.768116118491502,0.80014135958111,0.812870514707115,0.773406219069318,0.602608672190489,0.750808819497988,0.571717711811002,0.59363727275136,0.443341413197274,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.959142383641002,0.664984576494598,0.388026076587756,0.33225089186171,0.453993504602121,0.342823373587779,0.35337260360069,0.274420606546217,0.359415504857452,0.309228784377023,0.265080869687184,0.265029250096815,0.267669074229398,0.301980808118487,0.351214676303539,0.287445620518945,0.300160885365271,0.332816376920438,0.378845516666845,..
Afghanistan,AFG,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0.00236430821462354,0.00300232580061398,0.00207862316540158,0.00279743367833855,0,0,0,0,..
Afghanistan,AFG,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,..,..,..,..,..,..,..,..,..,..,0,0,0.00415174133010356,0.0475213560012953,0.168561176429882,0.440258100135044,0.561074338851588,0.551145617946074,0.266674769820192,0.399773787375365,0.548732068203072,0.175109038282014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0323344432701722,0.0115941323344224,0.0104871552015604,0.0128730398135601,0.0152677564033869,0.0153509258719142,0.0165423651385128,0.0111512793518102,0.0354874909646779,0.0691821834517797,0.0602419296395048,0.043914721875509,0.0439728561982218,0.0406794923280546,0.0270876451418896,0.0297883319011209,0.0432779849854754,0.025900460612261,0.011280483089618,..
Afghanistan,AFG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,..,..,..,..,..,..,..,..,..,..,0.0177889919988865,0.0294247030075833,0.0331009512386763,0.0554377144704201,0.18246430638044,0.393058059485199,0.570591379239737,0.653526571800843,0.612869653053416,1.27240044798532,1.41675389979945,1.36909951486152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0291356728024153,0.0267120778901793,0.0254147218828367,0.0259768818928915,0.022140005381477,0.0146988999912581,0.0161231798040348,0.00545067856044446,0.00497761886116638,0.00661426211198222,0.110270669167496,0.00410755319151222,0.0031665614833681,0.00111945624402763,0.000866608364478627,0.00130603569918735,0.00197574528472456,0.00167109951918794,0.00103117587542889,..
Afghanistan,AFG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,..,..,..,..,..,..,..,..,..,..,0.302881584930502,0.373956335446073,0.435217044969142,0.871075188963218,1.15116684239143,1.64618667432736,1.90507193716064,1.80728086193741,1.6303532423716,2.24389194717169,2.6106351089118,2.0745733163297,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.02495846430441,0.710719563574439,0.440392700723078,0.382005712101864,0.502551364296606,0.449303643130256,0.610294177638057,0.417277439783824,0.612644869553199,0.877758007315028,0.706844302093614,0.558013470595918,0.544465179629164,0.514492082955642,0.627717584970134,0.719338940458301,0.891281199402031,0.692528088004276,0.653621702792632,..
Antigua and Barbuda,ATG,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,19.9526239067,19.9091861684,19.8692152918,19.8323121574,19.798136646,19.7663971249,19.7368421053,19.0802348337,18.4659090909,17.8899082569,17.1654929577,16.8393782383,16.3590604027,15.9053833605,15.4761904762,15.5088852989,15.5384615385,15.5653450808,15.5898876404,15.6123822342,15.6330749354,15.652173913,15.652173913,15.652173913,15.652173913,15.652173913,15.652173913,15.652173913,15.652173913,..,..
Antigua and Barbuda,ATG,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,60.3316326531,60.6356968215,60.9154929577,61.1738148984,61.4130434783,61.6352201258,61.8421052632,62.0352250489,62.2159090909,62.3853211009,61.8838028169,62.6943005181,62.8355704698,62.969004894,63.0952380952,63.0048465267,62.9230769231,62.8487518355,62.7808988764,62.7187079408,62.661498708,62.6086956522,62.6086956522,62.6086956522,62.6086956522,62.6086956522,62.6086956522,62.6086956522,62.6086956522,..,..
Antigua and Barbuda,ATG,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,20.1530612245,20.293398533,20.4225352113,20.5417607223,20.652173913,20.7547169811,20.8502024291,20.939334638,21.0227272727,21.1009174312,20.9507042254,21.2435233161,21.3087248322,21.3703099511,21.4285714286,21.4862681745,21.5384615385,21.5859030837,21.6292134831,21.668909825,21.7054263566,21.7391304348,21.7391304348,21.7391304348,21.7391304348,21.7391304348,21.7391304348,21.7391304348,21.7391304348,..,..
Antigua and Barbuda,ATG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.26923076923077,3.70512826923077,4.14102557692308,4.57692307692308,5.01282057692308,5.44871788461539,5.88461538461539,6.32051288461539,6.75641019230769,7.19230769230769,7.62820519230769,8.0641025,8.5,8.9358975,9.37179480769231,9.80769230769231,9.61538461538462,9.42307692307692,9.23076923076923,9.03846153846154,8.84615384615385,8.65384615384615,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,..,..
Antigua and Barbuda,ATG,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0017,0.0019266667,0.0021533333,0.00238,0.0026066667,0.0028333333,0.00306,0.0032866667,0.0035133333,0.00374,0.0039666667,0.0041933333,0.00442,0.0046466667,0.0048733333,0.0051,0.005,0.0049,0.0048,0.0047,0.0046,0.0045,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,..,..
Antigua and Barbuda,ATG,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.2692307692,3.7051282051,4.141025641,4.5769230769,5.0128205128,5.4487179487,5.8846153846,6.3205128205,6.7564102564,7.1923076923,7.6282051282,8.0641025641,8.5,8.9358974359,9.3717948718,9.8076923077,9.6153846154,9.4230769231,9.2307692308,9.0384615385,8.8461538462,8.6538461538,8.4615384615,8.4615384615,8.4615384615,8.4615384615,8.4615384615,8.4615384615,8.4615384615,8.4615384615,..,..
Antigua and Barbuda,ATG,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.191718498,0.181504473350006,0.181504473350006,0.181504,0.299509,0.299942076
Antigua and Barbuda,ATG,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..
Antigua and Barbuda,ATG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.25376517,98.1372591,98.02075303,97.90424697,97.7877409,97.67123483,97.55472876,97.43822269,97.32171662,97.20521055,97.08870448,96.97219841,96.85569235,96.73918628,96.73918628,96.73918628,96.73918628,96.73918628,..,..,..,..
Antigua and Barbuda,ATG,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
